datetime,state,country
2008-07-20,OR,us
2008-07-20,TX,us
2008-07-20,OR,us
2008-07-20,CA,us
2008-07-20,MI,us
2008-07-20,MN,us
2008-07-20,NY,us
2008-07-20,MI,us
2008-07-20,MI,us
2008-07-20,MI,us
2008-07-21,NY,us
2008-07-21,NC,us
2008-07-21,MN,us
2008-07-21,KY,us
2008-07-21,CO,us
2008-07-21,CA,us
2008-07-21,KS,us
2008-07-21,MO,us
2008-07-21,MI,us
2008-07-21,FL,us
2008-07-21,WA,us
2008-07-22,WV,us
2008-07-22,CA,us
2008-07-22,IN,us
2008-07-22,IN,us
2008-07-22,IN,us
2008-07-22,WA,us
2008-07-22,LA,us
2008-07-22,PA,us
2008-07-23,MI,us
2008-07-23,IL,us
2008-07-23,MO,us
2008-07-23,MO,us
2008-07-23,WI,us
2008-07-23,MS,us
2008-07-23,IN,us
2008-07-23,IN,us
2008-07-23,IN,us
2008-07-23,AZ,us
2008-07-23,GA,us
2008-07-23,NM,us
2008-07-24,WA,us
2008-07-24,NJ,us
2008-07-24,TX,us
2008-07-24,VA,us
2008-07-24,AZ,us
2008-07-24,AZ,us
2008-07-24,NC,us
2008-07-24,AZ,us
2008-07-24,PA,us
2008-07-24,IN,us
2008-07-24,FL,us
2008-07-24,IN,us
2008-07-24,NY,us
2008-07-24,WI,us
2008-07-24,NM,us
2008-07-25,NY,us
2008-07-25,NY,us
2008-07-25,MA,us
2008-07-25,CA,us
2008-07-25,AZ,us
2008-07-25,AZ,us
2008-07-25,TX,us
2008-07-25,SC,us
2008-07-25,CT,us
2008-07-25,IL,us
2008-07-25,CA,us
2008-07-25,NC,us
2008-07-25,GA,us
2008-07-25,AZ,us
2008-07-25,PA,us
2008-07-25,GA,us
2008-07-25,CA,us
2008-07-25,PA,us
2008-07-25,OK,us
2008-07-26,NY,us
2008-07-26,CA,us
2008-07-26,CT,us
2008-07-26,NY,us
2008-07-26,SD,us
2008-07-26,FL,us
2008-07-26,NY,us
2008-07-26,MN,us
2008-07-26,CA,us
2008-07-26,NM,us
2008-07-27,GA,us
2008-07-27,NC,us
2008-07-27,FL,us
2008-07-27,KY,us
2008-07-27,FL,us
2008-07-27,PA,us
2008-07-27,TX,us
2008-07-27,OR,us
2008-07-27,TX,us
2008-07-27,NC,us
2008-07-27,VA,us
2008-07-27,GA,us
2008-07-27,MO,us
2008-07-27,MI,us
2008-07-28,ID,us
2008-07-28,CA,us
2008-07-28,MI,us
2008-07-28,TX,us
2008-07-28,KY,us
2008-07-28,MT,us
2008-07-29,WA,us
2008-07-29,CA,us
2008-07-29,AZ,us
2008-07-29,MI,us
2008-07-29,PA,us
2008-07-30,MI,us
2008-07-30,WV,us
2008-07-30,CA,us
2008-07-30,CO,us
2008-07-30,CA,us
2008-07-30,OH,us
2008-07-30,MA,us
2008-07-30,OR,us
2008-07-30,NY,us
2008-07-30,MN,us
2008-07-30,FL,us
2008-07-30,AR,us
2008-07-31,FL,us
2008-07-31,NM,us
2008-07-31,MI,us
2008-07-31,PA,us
2008-07-31,WI,us
2008-07-31,NC,us
2008-07-31,WI,us
2008-07-31,WI,us
2008-07-31,WI,us
2008-07-31,CO,us
2008-07-31,AZ,us
2008-07-31,AZ,us
2008-07-31,CO,us
2008-07-31,OH,us
2008-07-31,IL,us
2008-07-31,NY,us
2008-07-31,KS,us
2008-07-31,MI,us
2008-07-31,MI,us
2008-07-31,CA,us
2008-08-01,SC,us
2008-08-01,IL,us
2008-08-01,CA,us
2008-08-01,TX,us
2008-08-01,NJ,us
2008-08-01,WA,us
2008-08-01,CA,us
2008-08-01,CA,us
2008-08-01,OH,us
2008-08-01,NY,us
2008-08-01,NH,us
2008-08-01,IL,us
2008-08-01,IA,us
2008-08-01,AZ,us
2008-08-01,CO,us
2008-08-01,MO,us
2008-08-01,NJ,us
2008-08-01,CA,us
2008-08-01,MT,us
2008-08-02,OR,us
2008-08-02,OR,us
2008-08-02,GA,us
2008-08-02,OR,us
2008-08-02,CA,us
2008-08-02,FL,us
2008-08-02,CA,us
2008-08-02,MI,us
2008-08-02,OK,us
2008-08-02,OK,us
2008-08-02,IL,us
2008-08-02,NY,us
2008-08-02,VA,us
2008-08-02,FL,us
2008-08-02,FL,us
2008-08-02,CA,us
2008-08-02,WI,us
2008-08-02,WA,us
2008-08-02,AZ,us
2008-08-02,MA,us
2008-08-02,TX,us
2008-08-02,CA,us
2008-08-02,NY,us
2008-08-02,NJ,us
2008-08-02,WA,us
2008-08-02,OH,us
2008-08-02,FL,us
2008-08-02,NV,us
2008-08-03,WA,us
2008-08-03,OR,us
2008-08-03,NJ,us
2008-08-03,OR,us
2008-08-03,WA,us
2008-08-03,IA,us
2008-08-03,VA,us
2008-08-03,MD,us
2008-08-03,MD,us
2008-08-03,MD,us
2008-08-03,PA,us
2008-08-03,NJ,us
2008-08-03,NY,us
2008-08-03,DE,us
2008-08-03,NJ,us
2008-08-03,FL,us
2008-08-03,MD,us
2008-08-03,VA,us
2008-08-03,NV,us
2008-08-03,PA,us
2008-08-03,IL,us
2008-08-03,MI,us
2008-08-04,FL,us
2008-08-04,FL,us
2008-08-04,MA,us
2008-08-04,WI,us
2008-08-04,IL,us
2008-08-04,MA,us
2008-08-04,CT,us
2008-08-04,ME,us
2008-08-04,IA,us
2008-08-04,NY,us
2008-08-04,NM,us
2008-08-04,ID,us
2008-08-04,TX,us
2008-08-04,FL,us
2008-08-04,FL,us
2008-08-04,FL,us
2008-08-04,ID,us
2008-08-04,PA,us
2008-08-05,CA,us
2008-08-05,FL,us
2008-08-05,MO,us
2008-08-05,VA,us
2008-08-05,CO,us
2008-08-05,PA,us
2008-08-05,AZ,us
2008-08-05,ME,us
2008-08-05,WA,us
2008-08-05,OH,us
2008-08-05,NM,us
2008-08-05,AZ,us
2008-08-05,AZ,us
2008-08-06,WI,us
2008-08-06,OR,us
2008-08-06,CA,us
2008-08-06,GA,us
2008-08-06,TX,us
2008-08-07,NJ,us
2008-08-07,CA,us
2008-08-07,TX,us
2008-08-07,TX,us
2008-08-07,FL,us
2008-08-07,CA,us
2008-08-07,TX,us
2008-08-07,CA,us
2008-08-07,OK,us
2008-08-07,IL,us
2008-08-07,NY,us
2008-08-07,ND,us
2008-08-07,KY,us
2008-08-07,OH,us
2008-08-08,NY,us
2008-08-08,WI,us
2008-08-08,KY,us
2008-08-08,GA,us
2008-08-08,TX,us
2008-08-08,OR,us
2008-08-08,CA,us
2008-08-08,TX,us
2008-08-08,OH,us
2008-08-08,IL,us
2008-08-08,TX,us
2008-08-08,KY,us
2008-08-08,CA,us
2008-08-08,NY,us
2008-08-08,CA,us
2008-08-08,MD,us
2008-08-08,TX,us
2008-08-08,CA,us
2008-08-08,LA,us
2008-08-08,CA,us
2008-08-08,PA,us
2008-08-09,WA,us
2008-08-09,NV,us
2008-08-09,MI,us
2008-08-09,NJ,us
2008-08-09,WA,us
2008-08-09,WA,us
2008-08-09,WA,us
2008-08-09,PA,us
2008-08-09,CA,us
2008-08-09,CA,us
2008-08-09,KY,us
2008-08-09,NM,us
2008-08-09,TX,us
2008-08-09,ME,us
2008-08-09,LA,us
2008-08-09,OH,us
2008-08-09,TX,us
2008-08-09,NY,us
2008-08-09,CA,us
2008-08-09,MN,us
2008-08-10,MD,us
2008-08-10,TX,us
2008-08-10,TX,us
2008-08-10,WA,us
2008-08-10,FL,us
2008-08-10,MO,us
2008-08-10,TX,us
2008-08-10,MO,us
2008-08-10,WI,us
2008-08-10,MD,us
2008-08-10,UT,us
2008-08-10,CA,us
2008-08-10,WI,us
2008-08-10,PA,us
2008-08-11,OH,us
2008-08-11,KY,us
2008-08-11,AL,us
2008-08-11,FL,us
2008-08-11,NC,us
2008-08-11,WA,us
2008-08-11,HI,us
2008-08-11,CT,us
2008-08-11,WY,us
2008-08-11,TX,us
2008-08-11,PA,us
2008-08-11,CA,us
2008-08-11,FL,us
2008-08-11,OR,us
2008-08-12,FL,us
2008-08-12,OH,us
2008-08-12,CA,us
2008-08-12,WA,us
2008-08-12,WA,us
2008-08-12,CA,us
2008-08-13,WV,us
2008-08-13,CA,us
2008-08-13,NJ,us
2008-08-13,IL,us
2008-08-13,CA,us
2008-08-13,TX,us
2008-08-13,NY,us
2008-08-13,CA,us
2008-08-13,IL,us
2008-08-13,CA,us
2008-08-13,IN,us
2008-08-14,CA,us
2008-08-14,CA,us
2008-08-14,WA,us
2008-08-14,WA,us
2008-08-14,TX,us
2008-08-14,KS,us
2008-08-14,WA,us
2008-08-14,TX,us
2008-08-14,TX,us
2008-08-14,IN,us
2008-08-14,CA,us
2008-08-14,IL,us
2008-08-14,PA,us
2008-08-14,PA,us
2008-08-15,IA,us
2008-08-15,CO,us
2008-08-15,NY,us
2008-08-15,WV,us
2008-08-15,OH,us
2008-08-15,MD,us
2008-08-15,MA,us
2008-08-15,ME,us
2008-08-15,LA,us
2008-08-15,WI,us
2008-08-15,CA,us
2008-08-15,FL,us
2008-08-15,NJ,us
2008-08-15,LA,us
2008-08-15,PA,us
2008-08-15,CT,us
2008-08-16,NY,us
2008-08-16,CA,us
2008-08-16,IL,us
2008-08-16,NE,us
2008-08-16,WA,us
2008-08-17,AL,us
2008-08-17,CA,us
2008-08-17,IL,us
2008-08-17,CA,us
2008-08-17,NJ,us
2008-08-17,NY,us
2008-08-17,TX,us
2008-08-17,IL,us
2008-08-17,OK,us
2008-08-17,TX,us
2008-08-18,WI,us
2008-08-18,IN,us
2008-08-18,TX,us
2008-08-18,NJ,us
2008-08-18,SC,us
2008-08-19,WI,us
2008-08-19,AL,us
2008-08-19,NH,us
2008-08-19,VA,us
2008-08-19,AZ,us
2008-08-19,IL,us
2008-08-19,NJ,us
2008-08-19,NJ,us
2008-08-19,MI,us
2008-08-19,NC,us
2008-08-19,CA,us
2008-08-20,NJ,us
2008-08-20,IL,us
2008-08-20,MD,us
2008-08-20,PA,us
2008-08-20,MN,us
2008-08-20,NC,us
2008-08-20,RI,us
2008-08-20,MI,us
2008-08-20,TX,us
2008-08-20,FL,us
2008-08-20,MD,us
2008-08-20,GA,us
2008-08-21,NJ,us
2008-08-21,CA,us
2008-08-21,MN,us
2008-08-21,RI,us
2008-08-21,CO,us
2008-08-21,CA,us
2008-08-21,NY,us
2008-08-21,MI,us
2008-08-21,TX,us
2008-08-22,AZ,us
2008-08-22,CT,us
2008-08-22,NV,us
2008-08-22,TX,us
2008-08-22,LA,us
2008-08-22,LA,us
2008-08-22,MS,us
2008-08-22,NM,us
2008-08-22,MN,us
2008-08-22,CA,us
2008-08-22,CA,us
2008-08-22,IL,us
2008-08-22,UT,us
2008-08-22,ME,us
2008-08-23,FL,us
2008-08-23,PA,us
2008-08-23,WA,us
2008-08-23,MI,us
2008-08-23,LA,us
2008-08-23,NC,us
2008-08-23,IA,us
2008-08-23,KY,us
2008-08-23,CA,us
2008-08-23,CA,us
2008-08-23,TN,us
2008-08-24,ND,us
2008-08-24,IN,us
2008-08-24,NE,us
2008-08-24,CA,us
2008-08-24,IL,us
2008-08-24,CA,us
2008-08-24,CT,us
2008-08-24,NY,us
2008-08-24,ID,us
2008-08-24,NY,us
2008-08-24,IL,us
2008-08-25,CO,us
2008-08-25,MO,us
2008-08-25,NY,us
2008-08-25,NY,us
2008-08-25,MA,us
2008-08-25,TX,us
2008-08-25,NY,us
2008-08-25,IN,us
2008-08-25,IL,us
2008-08-26,CA,us
2008-08-26,TX,us
2008-08-26,GA,us
2008-08-26,NY,us
2008-08-26,NJ,us
2008-08-26,NV,us
2008-08-26,NY,us
2008-08-26,MA,us
2008-08-26,MO,us
2008-08-26,MO,us
2008-08-27,AL,us
2008-08-27,TX,us
2008-08-27,TX,us
2008-08-27,TX,us
2008-08-27,OH,us
2008-08-27,TX,us
2008-08-27,NJ,us
2008-08-27,TX,us
2008-08-27,PA,us
2008-08-27,FL,us
2008-08-27,CT,us
2008-08-27,WA,us
2008-08-28,NY,us
2008-08-28,CA,us
2008-08-28,CA,us
2008-08-28,HI,us
2008-08-28,UT,us
2008-08-28,UT,us
2008-08-28,PA,us
2008-08-28,AL,us
2008-08-28,IL,us
2008-08-29,NJ,us
2008-08-29,NC,us
2008-08-29,IL,us
2008-08-29,NY,us
2008-08-29,NE,us
2008-08-29,OR,us
2008-08-29,CA,us
2008-08-29,MD,us
2008-08-30,MN,us
2008-08-30,MD,us
2008-08-30,NY,us
2008-08-30,OH,us
2008-08-30,CO,us
2008-08-30,OH,us
2008-08-30,NY,us
2008-08-30,WA,us
2008-08-30,WI,us
2008-08-31,NJ,us
2008-08-31,ME,us
2008-08-31,ND,us
2008-08-31,IA,us
2008-08-31,MA,us
2008-08-31,NY,us
2008-08-31,CA,us
2008-08-31,MA,us
2008-08-31,MN,us
2008-08-31,PA,us
2008-08-31,NY,us
2008-08-31,AZ,us
2008-08-31,IL,us
2008-08-31,KY,us
2008-08-31,CO,us
2008-08-31,NJ,us
2008-08-31,IL,us
2008-08-31,NY,us
2008-09-01,IL,us
2008-09-01,OK,us
2008-09-01,NY,us
2008-09-01,IL,us
2008-09-01,CA,us
2008-09-01,TX,us
2008-09-01,WV,us
2008-09-02,PA,us
2008-09-02,MI,us
2008-09-02,NY,us
2008-09-02,NY,us
2008-09-02,PA,us
2008-09-02,PA,us
2008-09-02,AZ,us
2008-09-02,NY,us
2008-09-02,SC,us
2008-09-02,SC,us
2008-09-02,MD,us
2008-09-02,CA,us
2008-09-02,WA,us
2008-09-03,FL,us
2008-09-03,NC,us
2008-09-03,PA,us
2008-09-03,TX,us
2008-09-03,CA,us
2008-09-03,TN,us
2008-09-03,TN,us
2008-09-03,GA,us
2008-09-03,GA,us
2008-09-03,NM,us
2008-09-03,NC,us
2008-09-04,WA,us
2008-09-04,AL,us
2008-09-04,WA,us
2008-09-04,CA,us
2008-09-04,WA,us
2008-09-05,TX,us
2008-09-05,PA,us
2008-09-05,AZ,us
2008-09-05,TX,us
2008-09-05,CA,us
2008-09-05,AR,us
2008-09-05,CA,us
2008-09-05,CA,us
2008-09-06,NY,us
2008-09-06,CA,us
2008-09-06,NV,us
2008-09-06,CA,us
2008-09-06,CA,us
2008-09-06,FL,us
2008-09-06,MI,us
2008-09-06,LA,us
2008-09-06,TN,us
2008-09-06,CA,us
2008-09-07,NY,us
2008-09-07,CA,us
2008-09-07,MI,us
2008-09-07,NC,us
2008-09-07,NJ,us
2008-09-07,WA,us
2008-09-07,IA,us
2008-09-07,ME,us
2008-09-07,WA,us
2008-09-08,KY,us
2008-09-08,FL,us
2008-09-08,PA,us
2008-09-09,NY,us
2008-09-09,FL,us
2008-09-09,FL,us
2008-09-09,TX,us
2008-09-09,IL,us
2008-09-09,OR,us
2008-09-09,FL,us
2008-09-09,TX,us
2008-09-09,FL,us
2008-09-09,IL,us
2008-09-09,SC,us
2008-09-10,CA,us
2008-09-10,OR,us
2008-09-10,AZ,us
2008-09-10,NC,us
2008-09-10,MI,us
2008-09-10,MO,us
2008-09-10,WA,us
2008-09-10,ND,us
2008-09-10,MS,us
2008-09-10,FL,us
2008-09-12,TX,us
2008-09-12,CA,us
2008-09-12,NV,us
2008-09-12,OR,us
2008-09-12,OR,us
2008-09-12,CA,us
2008-09-12,CA,us
2008-09-12,CA,us
2008-09-12,CA,us
2008-09-12,IN,us
2008-09-13,CA,us
2008-09-13,CA,us
2008-09-14,NY,us
2008-09-14,VT,us
2008-09-14,VA,us
2008-09-14,NC,us
2008-09-14,OK,us
2008-09-14,NC,us
2008-09-14,CA,us
2008-09-14,WA,us
2008-09-14,TX,us
2008-09-14,CA,us
2008-09-14,NY,us
2008-09-14,NY,us
2008-09-14,PA,us
2008-09-14,NH,us
2008-09-14,CA,us
2008-09-14,NY,us
2008-09-15,MT,us
2008-09-15,TX,us
2008-09-15,WV,us
2008-09-15,NM,us
2008-09-15,IL,us
2008-09-15,FL,us
2008-09-15,FL,us
2008-09-15,VA,us
2008-09-16,OK,us
2008-09-16,NH,us
2008-09-16,IL,us
2008-09-16,CA,us
2008-09-16,CO,us
2008-09-16,IL,us
2008-09-17,CA,us
2008-09-17,AZ,us
2008-09-17,IL,us
2008-09-17,TX,us
2008-09-17,CA,us
2008-09-17,NH,us
2008-09-17,KS,us
2008-09-17,OH,us
2008-09-17,VT,us
2008-09-17,NH,us
2008-09-17,IN,us
2008-09-17,OH,us
2008-09-17,MI,us
2008-09-17,GA,us
2008-09-17,MI,us
2008-09-18,CA,us
2008-09-18,OK,us
2008-09-18,IN,us
2008-09-18,MD,us
2008-09-18,OK,us
2008-09-18,WV,us
2008-09-18,NH,us
2008-09-18,MA,us
2008-09-18,AZ,us
2008-09-18,IN,us
2008-09-18,NJ,us
2008-09-18,NH,us
2008-09-19,OH,us
2008-09-19,CO,us
2008-09-19,AZ,us
2008-09-19,NY,us
2008-09-19,CA,us
2008-09-19,IL,us
2008-09-19,NC,us
2008-09-19,NY,us
2008-09-19,NJ,us
2008-09-19,CA,us
2008-09-19,CA,us
2008-09-19,MA,us
2008-09-19,TX,us
2008-09-19,CA,us
2008-09-20,KY,us
2008-09-20,NC,us
2008-09-20,MO,us
2008-09-20,NY,us
2008-09-20,CA,us
2008-09-20,UT,us
2008-09-20,NJ,us
2008-09-20,FL,us
2008-09-20,NJ,us
2008-09-20,CA,us
2008-09-20,CA,us
2008-09-20,CA,us
2008-09-20,VA,us
2008-09-20,MA,us
2008-09-20,IL,us
2008-09-20,TX,us
2008-09-21,ID,us
2008-09-21,ID,us
2008-09-21,MO,us
2008-09-21,CA,us
2008-09-21,CA,us
2008-09-21,CA,us
2008-09-21,FL,us
2008-09-21,IL,us
2008-09-21,IL,us
2008-09-21,AZ,us
2008-09-21,CO,us
2008-09-21,PA,us
2008-09-21,MO,us
2008-09-21,PA,us
2008-09-21,TX,us
2008-09-22,FL,us
2008-09-22,WA,us
2008-09-22,PA,us
2008-09-22,OR,us
2008-09-22,IL,us
2008-09-22,NY,us
2008-09-22,NC,us
2008-09-22,OR,us
2008-09-22,OR,us
2008-09-22,CA,us
2008-09-22,GA,us
2008-09-23,CA,us
2008-09-23,CA,us
2008-09-23,WI,us
2008-09-23,PA,us
2008-09-23,NV,us
2008-09-23,MN,us
2008-09-23,NH,us
2008-09-23,FL,us
2008-09-23,NY,us
2008-09-23,MI,us
2008-09-23,MI,us
2008-09-24,KY,us
2008-09-24,AZ,us
2008-09-24,PA,us
2008-09-24,MO,us
2008-09-24,MO,us
2008-09-24,OK,us
2008-09-24,OH,us
2008-09-24,CA,us
2008-09-24,FL,us
2008-09-24,CA,us
2008-09-25,VT,us
2008-09-25,MO,us
2008-09-25,TX,us
2008-09-25,MI,us
2008-09-25,NE,us
2008-09-25,IN,us
2008-09-25,OH,us
2008-09-25,OH,us
2008-09-25,IL,us
2008-09-25,VT,us
2008-09-25,NV,us
2008-09-25,MO,us
2008-09-25,CA,us
2008-09-25,OH,us
2008-09-26,GA,us
2008-09-26,TX,us
2008-09-26,MI,us
2008-09-26,FL,us
2008-09-26,CA,us
2008-09-26,CO,us
2008-09-26,NV,us
2008-09-26,WA,us
2008-09-26,AL,us
2008-09-26,WA,us
2008-09-26,WY,us
2008-09-27,TX,us
2008-09-27,NM,us
2008-09-27,CA,us
2008-09-27,FL,us
2008-09-27,IL,us
2008-09-27,FL,us
2008-09-27,NV,us
2008-09-27,CO,us
2008-09-27,IN,us
2008-09-27,UT,us
2008-09-27,MI,us
2008-09-28,PA,us
2008-09-28,CA,us
2008-09-28,WA,us
2008-09-28,TX,us
2008-09-28,FL,us
2008-09-28,AZ,us
2008-09-28,TN,us
2008-09-28,PA,us
2008-09-28,FL,us
2008-09-28,FL,us
2008-09-28,WA,us
2008-09-28,FL,us
2008-09-29,WA,us
2008-09-29,TX,us
2008-09-29,CA,us
2008-09-29,CO,us
2008-09-29,CA,us
2008-09-29,MS,us
2008-09-29,TX,us
2008-09-29,OK,us
2008-09-29,OK,us
2008-09-29,MO,us
2008-09-29,CA,us
2008-09-29,DE,us
2008-09-29,TX,us
2008-09-29,CA,us
2008-09-30,NM,us
2008-09-30,TX,us
2008-09-30,GA,us
2008-09-30,TX,us
2008-09-30,NC,us
2008-10-01,AR,us
2008-10-01,OH,us
2008-10-01,NY,us
2008-10-01,WV,us
2008-10-01,VA,us
2008-10-01,NC,us
2008-10-01,MO,us
2008-10-01,TX,us
2008-10-01,AL,us
2008-10-01,RI,us
2008-10-01,TX,us
2008-10-01,CA,us
2008-10-01,WY,us
2008-10-01,WA,us
2008-10-01,TX,us
2008-10-01,NC,us
2008-10-01,ID,us
2008-10-01,WA,us
2008-10-01,WA,us
2008-10-01,AL,us
2008-10-01,WA,us
2008-10-01,IN,us
2008-10-01,TX,us
2008-10-01,CA,us
2008-10-01,TN,us
2008-10-02,NC,us
2008-10-02,CA,us
2008-10-02,TX,us
2008-10-02,DE,us
2008-10-02,NY,us
2008-10-02,IA,us
2008-10-02,PA,us
2008-10-02,TX,us
2008-10-02,CA,us
2008-10-02,NY,us
2008-10-03,NY,us
2008-10-03,NC,us
2008-10-03,MI,us
2008-10-03,NC,us
2008-10-03,VA,us
2008-10-03,KY,us
2008-10-03,CO,us
2008-10-03,CT,us
2008-10-03,AK,us
2008-10-04,MO,us
2008-10-04,CA,us
2008-10-04,CA,us
2008-10-04,WI,us
2008-10-04,WA,us
2008-10-04,NV,us
2008-10-04,RI,us
2008-10-05,AZ,us
2008-10-05,CA,us
2008-10-05,NV,us
2008-10-05,NM,us
2008-10-06,MO,us
2008-10-06,PA,us
2008-10-06,MA,us
2008-10-06,WI,us
2008-10-06,OH,us
2008-10-06,NV,us
2008-10-06,CT,us
2008-10-06,NM,us
2008-10-06,NY,us
2008-10-06,TX,us
2008-10-07,KY,us
2008-10-07,PA,us
2008-10-07,GA,us
2008-10-07,NM,us
2008-10-07,NY,us
2008-10-07,CA,us
2008-10-07,WY,us
2008-10-07,MD,us
2008-10-07,NE,us
2008-10-07,OK,us
2008-10-07,IA,us
2008-10-07,NY,us
2008-10-08,NV,us
2008-10-08,CA,us
2008-10-08,WA,us
2008-10-08,MO,us
2008-10-08,RI,us
2008-10-08,TX,us
2008-10-08,UT,us
2008-10-08,TN,us
2008-10-08,OK,us
2008-10-08,KS,us
2008-10-08,IL,us
2008-10-08,CT,us
2008-10-08,LA,us
2008-10-08,CA,us
2008-10-08,CA,us
2008-10-08,WA,us
2008-10-09,FL,us
2008-10-09,CA,us
2008-10-09,TN,us
2008-10-09,TX,us
2008-10-09,NJ,us
2008-10-09,AL,us
2008-10-09,TX,us
2008-10-09,MO,us
2008-10-09,TX,us
2008-10-09,TX,us
2008-10-09,IL,us
2008-10-09,IL,us
2008-10-09,IL,us
2008-10-09,WI,us
2008-10-09,IL,us
2008-10-09,IL,us
2008-10-09,CA,us
2008-10-09,CA,us
2008-10-09,AR,us
2008-10-10,MN,us
2008-10-10,NY,us
2008-10-10,NV,us
2008-10-10,IN,us
2008-10-10,NY,us
2008-10-10,CA,us
2008-10-10,AZ,us
2008-10-10,IN,us
2008-10-10,MN,us
2008-10-10,PA,us
2008-10-10,WA,us
2008-10-10,CO,us
2008-10-10,OH,us
2008-10-10,CA,us
2008-10-10,WI,us
2008-10-10,OH,us
2008-10-11,TX,us
2008-10-11,CA,us
2008-10-11,NC,us
2008-10-11,CT,us
2008-10-11,MD,us
2008-10-11,CA,us
2008-10-11,FL,us
2008-10-11,TX,us
2008-10-11,NM,us
2008-10-11,CA,us
2008-10-12,MO,us
2008-10-12,NY,us
2008-10-12,PA,us
2008-10-12,PA,us
2008-10-12,NM,us
2008-10-12,PA,us
2008-10-12,KY,us
2008-10-12,NY,us
2008-10-12,WA,us
2008-10-12,TX,us
2008-10-12,TN,us
2008-10-12,VA,us
2008-10-12,NV,us
2008-10-12,MI,us
2008-10-13,CA,us
2008-10-13,MA,us
2008-10-13,CA,us
2008-10-13,CA,us
2008-10-13,WA,us
2008-10-14,CA,us
2008-10-14,TN,us
2008-10-14,TX,us
2008-10-14,IN,us
2008-10-14,CA,us
2008-10-14,VA,us
2008-10-14,CA,us
2008-10-14,PA,us
2008-10-14,NY,us
2008-10-14,SD,us
2008-10-14,SC,us
2008-10-14,KY,us
2008-10-14,CA,us
2008-10-15,TN,us
2008-10-15,NC,us
2008-10-15,NY,us
2008-10-15,NH,us
2008-10-15,CA,us
2008-10-15,NV,us
2008-10-15,UT,us
2008-10-15,CA,us
2008-10-15,NY,us
2008-10-15,TN,us
2008-10-15,PA,us
2008-10-15,ME,us
2008-10-15,TN,us
2008-10-15,TN,us
2008-10-15,IN,us
2008-10-15,UT,us
2008-10-15,OK,us
2008-10-15,IA,us
2008-10-15,MT,us
2008-10-16,IN,us
2008-10-16,CA,us
2008-10-16,TX,us
2008-10-16,OH,us
2008-10-16,MI,us
2008-10-16,NC,us
2008-10-16,UT,us
2008-10-16,SC,us
2008-10-17,AZ,us
2008-10-17,TX,us
2008-10-17,VA,us
2008-10-17,CA,us
2008-10-17,CA,us
2008-10-17,CT,us
2008-10-17,WY,us
2008-10-17,CA,us
2008-10-17,PA,us
2008-10-17,PA,us
2008-10-17,CA,us
2008-10-17,TX,us
2008-10-17,ID,us
2008-10-17,OH,us
2008-10-18,AL,us
2008-10-18,TX,us
2008-10-18,TX,us
2008-10-18,WA,us
2008-10-18,MO,us
2008-10-18,IL,us
2008-10-18,TX,us
2008-10-18,IN,us
2008-10-18,AZ,us
2008-10-18,NC,us
2008-10-18,VA,us
2008-10-19,ND,us
2008-10-19,NM,us
2008-10-19,VA,us
2008-10-19,FL,us
2008-10-19,KY,us
2008-10-19,VA,us
2008-10-19,AZ,us
2008-10-19,HI,us
2008-10-19,CA,us
2008-10-19,VA,us
2008-10-19,MO,us
2008-10-19,IL,us
2008-10-19,LA,us
2008-10-19,AZ,us
2008-10-19,TX,us
2008-10-19,CA,us
2008-10-19,SC,us
2008-10-19,MA,us
2008-10-19,VA,us
2008-10-19,MS,us
2008-10-20,LA,us
2008-10-20,IN,us
2008-10-20,PA,us
2008-10-20,LA,us
2008-10-20,NC,us
2008-10-20,TX,us
2008-10-20,OH,us
2008-10-20,CA,us
2008-10-20,CA,us
2008-10-20,VA,us
2008-10-20,FL,us
2008-10-20,VA,us
2008-10-20,CA,us
2008-10-21,OR,us
2008-10-21,OR,us
2008-10-21,NC,us
2008-10-21,MD,us
2008-10-21,TX,us
2008-10-21,CA,us
2008-10-21,TX,us
2008-10-21,CA,us
2008-10-21,FL,us
2008-10-22,OH,us
2008-10-22,WA,us
2008-10-22,WA,us
2008-10-22,TN,us
2008-10-22,VA,us
2008-10-22,OH,us
2008-10-22,TN,us
2008-10-22,CA,us
2008-10-22,TX,us
2008-10-22,NC,us
2008-10-22,CA,us
2008-10-22,OH,us
2008-10-23,CA,us
2008-10-23,MA,us
2008-10-23,TX,us
2008-10-23,KY,us
2008-10-23,TX,us
2008-10-23,TX,us
2008-10-23,TX,us
2008-10-23,NY,us
2008-10-23,TX,us
2008-10-23,SC,us
2008-10-23,OR,us
2008-10-23,IL,us
2008-10-23,HI,us
2008-10-23,TX,us
2008-10-23,CA,us
2008-10-23,IN,us
2008-10-23,KY,us
2008-10-23,NY,us
2008-10-24,CA,us
2008-10-24,MO,us
2008-10-24,CA,us
2008-10-24,CA,us
2008-10-24,WA,us
2008-10-24,CA,us
2008-10-24,CA,us
2008-10-24,VA,us
2008-10-24,TX,us
2008-10-24,IN,us
2008-10-24,TX,us
2008-10-24,VA,us
2008-10-25,ME,us
2008-10-25,ME,us
2008-10-25,WA,us
2008-10-25,CA,us
2008-10-25,CA,us
2008-10-25,IL,us
2008-10-25,MO,us
2008-10-25,CA,us
2008-10-25,WY,us
2008-10-25,IN,us
2008-10-25,FL,us
2008-10-25,OH,us
2008-10-25,IA,us
2008-10-25,IL,us
