datetime,state,country
2001-03-11,FL,us
2001-03-11,AZ,us
2001-03-11,AZ,us
2001-03-11,NY,us
2001-03-11,AR,us
2001-03-12,LA,us
2001-03-12,CA,us
2001-03-12,NM,us
2001-03-12,TX,us
2001-03-12,NV,us
2001-03-12,FL,us
2001-03-12,OR,us
2001-03-12,TN,us
2001-03-12,WA,us
2001-03-12,WA,us
2001-03-12,CA,us
2001-03-12,IL,us
2001-03-13,CA,us
2001-03-13,AR,us
2001-03-13,AR,us
2001-03-13,MS,us
2001-03-13,UT,us
2001-03-13,OR,us
2001-03-13,KS,us
2001-03-13,OR,us
2001-03-13,OR,us
2001-03-13,WA,us
2001-03-13,ID,us
2001-03-13,OR,us
2001-03-13,WA,us
2001-03-13,WI,us
2001-03-13,WA,us
2001-03-13,WA,us
2001-03-13,WA,us
2001-03-13,WA,us
2001-03-13,WA,us
2001-03-14,NV,us
2001-03-14,VA,us
2001-03-14,KS,us
2001-03-14,CA,us
2001-03-14,GA,us
2001-03-14,OH,us
2001-03-14,NJ,us
2001-03-14,AZ,us
2001-03-15,MN,us
2001-03-15,AZ,us
2001-03-15,AZ,us
2001-03-15,OK,us
2001-03-15,WA,us
2001-03-15,CA,us
2001-03-15,CA,us
2001-03-15,AZ,us
2001-03-15,MN,us
2001-03-15,IL,us
2001-03-16,WA,us
2001-03-16,AR,us
2001-03-17,TX,us
2001-03-17,NY,us
2001-03-17,PR,us
2001-03-17,CA,us
2001-03-17,AZ,us
2001-03-18,MI,us
2001-03-18,CA,us
2001-03-18,CA,us
2001-03-18,IN,us
2001-03-18,NY,us
2001-03-18,CA,us
2001-03-18,IL,us
2001-03-18,NJ,us
2001-03-18,NC,us
2001-03-18,NV,us
2001-03-18,IL,us
2001-03-18,IL,us
2001-03-18,IL,us
2001-03-18,IL,us
2001-03-18,PA,us
2001-03-19,CA,us
2001-03-19,TX,us
2001-03-19,VT,us
2001-03-19,NH,us
2001-03-19,NC,us
2001-03-19,WI,us
2001-03-19,WA,us
2001-03-19,WI,us
2001-03-19,PA,us
2001-03-19,PA,us
2001-03-20,OR,us
2001-03-20,TX,us
2001-03-20,CT,us
2001-03-20,CT,us
2001-03-20,RI,us
2001-03-20,MI,us
2001-03-20,NC,us
2001-03-21,VT,us
2001-03-21,TX,us
2001-03-21,CT,us
2001-03-21,OR,us
2001-03-21,OR,us
2001-03-21,OR,us
2001-03-22,NV,us
2001-03-22,VT,us
2001-03-22,WA,us
2001-03-22,KY,us
2001-03-22,MS,us
2001-03-22,MI,us
2001-03-22,OH,us
2001-03-22,OH,us
2001-03-22,WI,us
2001-03-23,AR,us
2001-03-23,CA,us
2001-03-23,VA,us
2001-03-23,WA,us
2001-03-24,CA,us
2001-03-24,FL,us
2001-03-24,CO,us
2001-03-25,AZ,us
2001-03-25,AZ,us
2001-03-25,CA,us
2001-03-25,MO,us
2001-03-25,IL,us
2001-03-25,GA,us
2001-03-25,WV,us
2001-03-25,MO,us
2001-03-25,OH,us
2001-03-26,MN,us
2001-03-26,CA,us
2001-03-26,CA,us
2001-03-26,WA,us
2001-03-26,NE,us
2001-03-26,NC,us
2001-03-26,CA,us
2001-03-27,NY,us
2001-03-27,AZ,us
2001-03-27,NV,us
2001-03-28,WI,us
2001-03-28,AZ,us
2001-03-28,MN,us
2001-03-28,GA,us
2001-03-28,NE,us
2001-03-28,IL,us
2001-03-29,AZ,us
2001-03-29,FL,us
2001-03-29,PA,us
2001-03-29,UT,us
2001-03-29,MO,us
2001-03-29,CA,us
2001-03-29,NV,us
2001-03-30,PA,us
2001-03-30,TX,us
2001-03-30,AZ,us
2001-03-30,VA,us
2001-03-30,WI,us
2001-03-30,AK,us
2001-03-30,ID,us
2001-03-31,CA,us
2001-03-31,CA,us
2001-03-31,CA,us
2001-03-31,AR,us
2001-03-31,WI,us
2001-04-01,WA,us
2001-04-01,ID,us
2001-04-01,NV,us
2001-04-01,MN,us
2001-04-01,WA,us
2001-04-01,IA,us
2001-04-02,NY,us
2001-04-02,SC,us
2001-04-02,UT,us
2001-04-02,OR,us
2001-04-03,CA,us
2001-04-03,CA,us
2001-04-03,OK,us
2001-04-03,CT,us
2001-04-03,WA,us
2001-04-03,MT,us
2001-04-04,MN,us
2001-04-04,AZ,us
2001-04-04,VA,us
2001-04-04,PA,us
2001-04-04,IN,us
2001-04-04,PA,us
2001-04-05,CA,us
2001-04-05,CA,us
2001-04-05,NY,us
2001-04-05,NJ,us
2001-04-05,MO,us
2001-04-06,GA,us
2001-04-06,IL,us
2001-04-07,OH,us
2001-04-07,OH,us
2001-04-07,IL,us
2001-04-07,NJ,us
2001-04-07,NV,us
2001-04-07,WI,us
2001-04-07,CA,us
2001-04-08,PA,us
2001-04-08,IN,us
2001-04-09,WA,us
2001-04-09,AK,us
2001-04-09,OR,us
2001-04-10,NV,us
2001-04-10,CT,us
2001-04-11,MI,us
2001-04-11,MD,us
2001-04-11,CA,us
2001-04-11,FL,us
2001-04-12,TX,us
2001-04-12,NY,us
2001-04-13,WI,us
2001-04-13,WI,us
2001-04-13,IN,us
2001-04-13,MD,us
2001-04-13,CA,us
2001-04-13,AR,us
2001-04-13,MI,us
2001-04-13,CT,us
2001-04-13,MA,us
2001-04-13,OH,us
2001-04-14,TX,us
2001-04-14,PA,us
2001-04-14,AZ,us
2001-04-14,AZ,us
2001-04-14,MI,us
2001-04-14,NY,us
2001-04-15,TX,us
2001-04-15,IL,us
2001-04-15,NV,us
2001-04-15,WA,us
2001-04-15,CA,us
2001-04-15,WI,us
2001-04-15,IL,us
2001-04-15,CO,us
2001-04-15,TX,us
2001-04-15,TN,us
2001-04-16,TN,us
2001-04-16,NY,us
2001-04-16,FL,us
2001-04-16,NY,us
2001-04-16,CO,us
2001-04-17,CA,us
2001-04-17,CA,us
2001-04-17,CA,us
2001-04-17,AZ,us
2001-04-18,AK,us
2001-04-18,CA,us
2001-04-18,TX,us
2001-04-18,CO,us
2001-04-18,MT,us
2001-04-18,HI,us
2001-04-18,NE,us
2001-04-18,NE,us
2001-04-18,IA,us
2001-04-18,KS,us
2001-04-19,IN,us
2001-04-19,MI,us
2001-04-19,OH,us
2001-04-20,NC,us
2001-04-20,MD,us
2001-04-20,MD,us
2001-04-20,ID,us
2001-04-20,WA,us
2001-04-20,WA,us
2001-04-20,WI,us
2001-04-20,OH,us
2001-04-21,CA,us
2001-04-21,MI,us
2001-04-21,CA,us
2001-04-21,KY,us
2001-04-21,TX,us
2001-04-22,TX,us
2001-04-22,MI,us
2001-04-22,MA,us
2001-04-22,KS,us
2001-04-22,WV,us
2001-04-23,MD,us
2001-04-23,WA,us
2001-04-23,FL,us
2001-04-23,FL,us
2001-04-23,NY,us
2001-04-24,ID,us
2001-04-24,CO,us
2001-04-24,NC,us
2001-04-24,CA,us
2001-04-25,NV,us
2001-04-25,WA,us
2001-04-25,VA,us
2001-04-25,TX,us
2001-04-25,FL,us
2001-04-25,MN,us
2001-04-25,WY,us
2001-04-26,NM,us
2001-04-26,NV,us
2001-04-26,MI,us
2001-04-26,AL,us
2001-04-26,IL,us
2001-04-27,AZ,us
2001-04-27,WA,us
2001-04-27,MA,us
2001-04-27,NV,us
2001-04-27,AZ,us
2001-04-27,WA,us
2001-04-27,CA,us
2001-04-28,UT,us
2001-04-28,NJ,us
2001-04-28,WV,us
2001-04-28,NY,us
2001-04-28,NY,us
2001-04-28,OR,us
2001-04-28,TN,us
2001-04-28,VA,us
2001-04-28,NC,us
2001-04-29,TN,us
2001-04-29,AR,us
2001-04-29,CA,us
2001-04-29,PA,us
2001-04-29,CA,us
2001-04-29,TN,us
2001-04-29,FL,us
2001-04-29,MI,us
2001-04-30,GA,us
2001-04-30,MD,us
2001-04-30,CA,us
2001-05-01,CA,us
2001-05-01,NY,us
2001-05-01,AZ,us
2001-05-01,NJ,us
2001-05-01,NV,us
2001-05-01,FL,us
2001-05-01,OK,us
2001-05-01,CO,us
2001-05-01,ME,us
2001-05-02,WA,us
2001-05-02,GA,us
2001-05-03,PA,us
2001-05-03,CA,us
2001-05-03,WI,us
2001-05-04,MS,us
2001-05-04,VA,us
2001-05-04,CA,us
2001-05-05,CA,us
2001-05-05,CA,us
2001-05-05,CA,us
2001-05-05,MO,us
2001-05-05,NJ,us
2001-05-05,CA,us
2001-05-06,NV,us
2001-05-06,IN,us
2001-05-06,FL,us
2001-05-06,NJ,us
2001-05-06,WA,us
2001-05-06,CA,us
2001-05-06,CA,us
2001-05-06,CA,us
2001-05-06,WA,us
2001-05-07,TN,us
2001-05-09,NM,us
2001-05-09,WI,us
2001-05-09,WA,us
2001-05-09,IA,us
2001-05-10,AL,us
2001-05-10,OH,us
2001-05-10,CA,us
2001-05-10,CA,us
2001-05-10,TX,us
2001-05-10,FL,us
2001-05-10,UT,us
2001-05-10,TX,us
2001-05-10,KS,us
2001-05-11,CA,us
2001-05-11,TX,us
2001-05-11,OH,us
2001-05-11,CA,us
2001-05-12,OH,us
2001-05-12,FL,us
2001-05-12,OH,us
2001-05-12,OK,us
2001-05-12,CA,us
2001-05-12,OR,us
2001-05-12,TN,us
2001-05-12,CA,us
2001-05-12,NY,us
2001-05-12,OR,us
2001-05-12,OK,us
2001-05-13,MI,us
2001-05-13,CA,us
2001-05-13,CA,us
2001-05-13,TX,us
2001-05-13,CO,us
2001-05-13,MO,us
2001-05-13,ID,us
2001-05-13,MI,us
2001-05-14,CA,us
2001-05-14,MO,us
2001-05-14,CA,us
2001-05-14,FL,us
2001-05-14,TX,us
2001-05-14,CA,us
2001-05-15,CA,us
2001-05-15,MA,us
2001-05-15,NY,us
2001-05-15,MO,us
2001-05-15,MS,us
2001-05-15,NY,us
2001-05-15,NE,us
2001-05-15,NY,us
2001-05-15,FL,us
2001-05-16,IL,us
2001-05-16,CA,us
2001-05-16,OK,us
2001-05-16,GA,us
2001-05-17,IL,us
2001-05-17,IL,us
2001-05-17,IA,us
2001-05-17,IA,us
2001-05-17,CA,us
2001-05-18,MI,us
2001-05-18,FL,us
2001-05-18,VA,us
2001-05-18,AL,us
2001-05-18,IN,us
2001-05-18,OK,us
2001-05-18,CA,us
2001-05-19,WA,us
2001-05-19,PA,us
2001-05-19,TX,us
2001-05-19,MA,us
2001-05-19,IL,us
2001-05-19,LA,us
2001-05-19,NC,us
2001-05-19,NY,us
2001-05-20,CA,us
2001-05-20,CA,us
2001-05-20,WA,us
2001-05-20,CO,us
2001-05-20,OR,us
2001-05-20,OR,us
2001-05-20,IN,us
2001-05-21,NY,us
2001-05-21,GA,us
2001-05-21,MO,us
2001-05-21,FL,us
2001-05-21,KY,us
2001-05-21,NV,us
2001-05-21,WA,us
2001-05-21,CA,us
2001-05-22,MT,us
2001-05-22,CO,us
2001-05-22,NV,us
2001-05-22,NH,us
2001-05-22,CA,us
2001-05-22,CA,us
2001-05-22,KY,us
2001-05-22,KY,us
2001-05-22,KY,us
2001-05-23,MI,us
2001-05-23,KY,us
2001-05-23,VA,us
2001-05-24,MI,us
2001-05-24,OH,us
2001-05-24,NV,us
2001-05-24,AZ,us
2001-05-24,NC,us
2001-05-25,NC,us
2001-05-25,TX,us
2001-05-26,MO,us
2001-05-26,OR,us
2001-05-26,NM,us
2001-05-26,FL,us
2001-05-26,AZ,us
2001-05-26,WV,us
2001-05-26,NM,us
2001-05-26,WA,us
2001-05-26,MT,us
2001-05-26,MD,us
2001-05-26,NY,us
2001-05-26,WI,us
2001-05-27,AZ,us
2001-05-27,MD,us
2001-05-27,IN,us
2001-05-27,WA,us
2001-05-28,CA,us
2001-05-28,OH,us
2001-05-28,IL,us
2001-05-28,IL,us
2001-05-29,CA,us
2001-05-29,NC,us
2001-05-29,CA,us
2001-05-29,AZ,us
2001-05-29,AL,us
2001-05-30,CA,us
2001-05-30,CA,us
2001-05-30,IL,us
2001-05-30,IL,us
2001-05-31,OH,us
2001-05-31,AZ,us
2001-05-31,PA,us
2001-06-01,GA,us
2001-06-01,ME,us
2001-06-01,WA,us
2001-06-01,WA,us
2001-06-01,CA,us
2001-06-02,OK,us
2001-06-02,CT,us
2001-06-02,NJ,us
2001-06-02,OK,us
2001-06-03,NC,us
2001-06-03,CO,us
2001-06-03,WA,us
2001-06-03,TN,us
2001-06-03,NY,us
2001-06-03,WA,us
2001-06-03,WA,us
2001-06-04,CA,us
2001-06-04,WA,us
2001-06-04,FL,us
2001-06-04,WI,us
2001-06-04,WA,us
2001-06-05,WA,us
2001-06-05,MS,us
2001-06-05,UT,us
2001-06-05,FL,us
2001-06-05,MA,us
2001-06-05,KS,us
2001-06-06,IA,us
2001-06-06,WA,us
2001-06-06,HI,us
2001-06-06,VA,us
2001-06-06,TX,us
2001-06-06,CA,us
2001-06-06,CO,us
2001-06-07,MA,us
2001-06-07,WA,us
2001-06-07,MO,us
2001-06-07,CO,us
2001-06-07,MI,us
2001-06-08,VA,us
2001-06-08,MO,us
2001-06-09,MD,us
2001-06-09,CA,us
2001-06-09,WA,us
2001-06-09,ID,us
2001-06-09,NY,us
2001-06-09,PA,us
2001-06-09,CA,us
2001-06-09,AZ,us
2001-06-09,AZ,us
2001-06-09,NV,us
2001-06-09,MI,us
2001-06-09,MI,us
2001-06-10,CA,us
2001-06-10,DE,us
2001-06-10,MI,us
2001-06-10,AZ,us
2001-06-10,FL,us
2001-06-10,CA,us
2001-06-10,WA,us
2001-06-10,AK,us
2001-06-10,IL,us
2001-06-10,AR,us
2001-06-10,MO,us
2001-06-10,OK,us
2001-06-10,CT,us
2001-06-11,WV,us
2001-06-11,SC,us
2001-06-11,MI,us
2001-06-11,WA,us
2001-06-12,NV,us
2001-06-12,TX,us
2001-06-13,CA,us
2001-06-13,NC,us
2001-06-13,CT,us
2001-06-13,NV,us
2001-06-13,NY,us
2001-06-13,AR,us
2001-06-13,OH,us
2001-06-13,WI,us
2001-06-14,TX,us
2001-06-14,GA,us
2001-06-14,IL,us
2001-06-14,CA,us
2001-06-14,OR,us
2001-06-15,CO,us
2001-06-15,NM,us
2001-06-15,FL,us
2001-06-15,CO,us
2001-06-15,IL,us
2001-06-15,TX,us
2001-06-15,WV,us
2001-06-15,NJ,us
2001-06-15,IL,us
2001-06-15,CA,us
2001-06-15,AZ,us
2001-06-15,WA,us
2001-06-15,KY,us
2001-06-15,GA,us
2001-06-15,NH,us
2001-06-15,SC,us
2001-06-15,OR,us
2001-06-15,AZ,us
2001-06-16,OH,us
2001-06-16,FL,us
2001-06-16,SC,us
2001-06-16,MA,us
2001-06-16,MI,us
2001-06-16,WI,us
2001-06-17,CO,us
2001-06-17,PA,us
2001-06-17,FL,us
2001-06-17,TN,us
2001-06-17,GA,us
2001-06-18,NC,us
2001-06-18,NY,us
2001-06-19,FL,us
2001-06-19,OR,us
2001-06-19,FL,us
2001-06-19,SC,us
2001-06-19,NC,us
2001-06-19,CA,us
2001-06-20,AZ,us
2001-06-20,CA,us
2001-06-20,SC,us
2001-06-20,HI,us
2001-06-20,TN,us
2001-06-21,MT,us
2001-06-21,MT,us
2001-06-21,LA,us
2001-06-21,TX,us
2001-06-21,WA,us
2001-06-21,TX,us
2001-06-21,IA,us
2001-06-21,CA,us
2001-06-22,FL,us
2001-06-22,MA,us
2001-06-22,IL,us
2001-06-22,MO,us
2001-06-23,CO,us
2001-06-23,IA,us
2001-06-23,ID,us
2001-06-23,AL,us
2001-06-23,CA,us
2001-06-23,MS,us
2001-06-23,FL,us
2001-06-23,TN,us
2001-06-23,CA,us
2001-06-23,CO,us
2001-06-23,CA,us
2001-06-23,IL,us
2001-06-23,GA,us
2001-06-24,MI,us
2001-06-24,AZ,us
2001-06-24,MS,us
2001-06-24,CA,us
2001-06-24,TX,us
2001-06-24,IN,us
2001-06-24,FL,us
2001-06-24,OK,us
2001-06-24,CA,us
2001-06-24,CT,us
2001-06-25,WA,us
2001-06-25,WA,us
2001-06-25,TX,us
2001-06-25,PA,us
2001-06-25,VA,us
2001-06-25,FL,us
2001-06-25,FL,us
2001-06-25,MO,us
2001-06-25,FL,us
2001-06-25,FL,us
2001-06-25,FL,us
2001-06-25,GA,us
2001-06-25,PA,us
2001-06-25,FL,us
2001-06-25,FL,us
2001-06-25,FL,us
2001-06-25,FL,us
2001-06-25,FL,us
2001-06-25,FL,us
2001-06-25,GA,us
2001-06-26,NY,us
2001-06-26,CA,us
2001-06-26,IL,us
2001-06-27,MT,us
2001-06-27,FL,us
2001-06-27,CA,us
2001-06-27,MI,us
2001-06-27,CA,us
2001-06-27,CA,us
2001-06-27,WA,us
2001-06-27,MD,us
2001-06-28,OH,us
2001-06-28,PA,us
2001-06-28,CA,us
2001-06-28,CA,us
2001-06-28,SD,us
2001-06-28,WA,us
2001-06-29,NJ,us
2001-06-29,WA,us
2001-06-29,MN,us
2001-06-30,FL,us
2001-06-30,OH,us
2001-06-30,FL,us
2001-06-30,FL,us
2001-06-30,FL,us
2001-06-30,CA,us
2001-06-30,CA,us
2001-06-30,CA,us
2001-06-30,CA,us
2001-06-30,AZ,us
2001-06-30,CA,us
2001-06-30,TX,us
2001-06-30,WI,us
2001-06-30,NY,us
2001-07-01,VA,us
2001-07-01,AZ,us
2001-07-01,CA,us
2001-07-01,FL,us
2001-07-01,IL,us
2001-07-01,WY,us
2001-07-01,CO,us
2001-07-01,WA,us
2001-07-01,OR,us
2001-07-01,CA,us
2001-07-01,WI,us
2001-07-01,FL,us
2001-07-01,MO,us
2001-07-01,IL,us
2001-07-01,IL,us
2001-07-01,IN,us
2001-07-02,PA,us
2001-07-02,MN,us
2001-07-02,WA,us
2001-07-02,FL,us
2001-07-02,MO,us
2001-07-02,MO,us
2001-07-03,WA,us
2001-07-03,CT,us
2001-07-03,PA,us
2001-07-03,CA,us
2001-07-03,CA,us
2001-07-04,WA,us
2001-07-04,WA,us
2001-07-04,PA,us
2001-07-04,MO,us
2001-07-04,IA,us
2001-07-04,RI,us
2001-07-04,CA,us
2001-07-04,CA,us
2001-07-04,TX,us
2001-07-04,TX,us
2001-07-05,TX,us
2001-07-05,UT,us
2001-07-05,MI,us
2001-07-05,CA,us
2001-07-05,CA,us
2001-07-05,CA,us
2001-07-06,OR,us
2001-07-06,MD,us
2001-07-06,PA,us
2001-07-06,IL,us
2001-07-06,CA,us
2001-07-06,NJ,us
2001-07-07,NY,us
2001-07-07,OR,us
2001-07-07,MI,us
2001-07-07,OK,us
2001-07-07,AZ,us
2001-07-07,IN,us
2001-07-07,OR,us
2001-07-07,FL,us
2001-07-07,FL,us
2001-07-07,TX,us
2001-07-07,MT,us
2001-07-07,IL,us
2001-07-08,CA,us
2001-07-08,NC,us
2001-07-08,AR,us
2001-07-09,OR,us
2001-07-09,MA,us
2001-07-09,NJ,us
2001-07-09,CA,us
2001-07-09,WA,us
2001-07-09,IL,us
2001-07-10,OH,us
2001-07-10,CA,us
2001-07-10,PR,us
2001-07-10,NY,us
2001-07-10,CT,us
2001-07-10,CA,us
2001-07-10,PA,us
2001-07-11,MT,us
2001-07-11,MD,us
2001-07-11,OH,us
2001-07-11,MA,us
2001-07-11,CA,us
2001-07-11,OR,us
2001-07-11,OR,us
2001-07-12,WA,us
2001-07-12,WA,us
2001-07-12,WA,us
2001-07-12,NM,us
2001-07-12,IN,us
2001-07-12,TN,us
2001-07-12,NJ,us
2001-07-13,WV,us
2001-07-13,CO,us
2001-07-13,WI,us
2001-07-13,OH,us
2001-07-13,ID,us
2001-07-13,MI,us
2001-07-13,OR,us
2001-07-13,NC,us
2001-07-13,OH,us
2001-07-13,OH,us
2001-07-13,OR,us
2001-07-13,MT,us
2001-07-13,IL,us
2001-07-14,CA,us
2001-07-14,WV,us
2001-07-14,PA,us
2001-07-14,PA,us
2001-07-14,MO,us
2001-07-14,CA,us
2001-07-15,PA,us
2001-07-15,NJ,us
2001-07-15,NJ,us
2001-07-15,NJ,us
2001-07-15,NJ,us
2001-07-15,NJ,us
2001-07-15,NJ,us
2001-07-15,NJ,us
2001-07-15,NJ,us
2001-07-15,NJ,us
2001-07-15,NY,us
2001-07-15,NY,us
2001-07-15,NJ,us
2001-07-15,NJ,us
2001-07-15,NJ,us
2001-07-15,NJ,us
2001-07-15,CO,us
2001-07-15,CO,us
2001-07-15,NC,us
2001-07-15,CA,us
2001-07-15,OK,us
2001-07-15,RI,us
2001-07-15,IL,us
2001-07-15,CA,us
2001-07-15,NY,us
2001-07-15,MN,us
2001-07-15,OH,us
2001-07-15,NJ,us
2001-07-15,MS,us
2001-07-15,FL,us
2001-07-15,OR,us
2001-07-15,FL,us
2001-07-15,NY,us
2001-07-15,OK,us
2001-07-15,HI,us
2001-07-15,NC,us
2001-07-16,MS,us
2001-07-16,OH,us
2001-07-16,NY,us
2001-07-16,CA,us
2001-07-16,MI,us
2001-07-16,PA,us
2001-07-16,NY,us
2001-07-16,CO,us
2001-07-17,CO,us
2001-07-17,OH,us
2001-07-17,FL,us
2001-07-17,FL,us
2001-07-17,FL,us
2001-07-17,CA,us
2001-07-18,MS,us
2001-07-18,TX,us
2001-07-18,NM,us
2001-07-18,NV,us
2001-07-18,OK,us
2001-07-18,TX,us
2001-07-19,NY,us
2001-07-19,NV,us
2001-07-19,WI,us
2001-07-19,WI,us
2001-07-19,MO,us
2001-07-19,IL,us
2001-07-20,CT,us
2001-07-20,MI,us
2001-07-20,OH,us
2001-07-20,HI,us
2001-07-20,IL,us
2001-07-20,CO,us
2001-07-20,CA,us
2001-07-20,CT,us
2001-07-20,WA,us
2001-07-20,NJ,us
2001-07-20,NY,us
2001-07-20,TX,us
2001-07-20,DE,us
2001-07-20,TX,us
2001-07-21,LA,us
2001-07-21,OR,us
2001-07-21,FL,us
2001-07-21,WI,us
2001-07-21,AZ,us
2001-07-21,WI,us
2001-07-21,CA,us
2001-07-21,AZ,us
2001-07-21,WI,us
2001-07-21,WI,us
2001-07-21,WI,us
2001-07-21,WI,us
2001-07-21,WI,us
2001-07-21,WI,us
2001-07-21,WI,us
2001-07-21,CT,us
2001-07-22,OR,us
2001-07-22,WI,us
2001-07-22,IL,us
2001-07-22,MN,us
2001-07-22,WI,us
2001-07-22,OR,us
2001-07-22,CA,us
2001-07-22,FL,us
2001-07-22,KY,us
2001-07-22,MA,us
2001-07-22,ND,us
2001-07-22,WA,us
2001-07-22,CA,us
2001-07-22,CA,us
2001-07-23,NV,us
2001-07-23,VA,us
2001-07-23,MN,us
2001-07-23,OR,us
2001-07-23,NY,us
2001-07-23,NY,us
2001-07-23,PA,us
2001-07-23,DE,us
2001-07-23,WA,us
2001-07-23,OR,us
2001-07-23,OR,us
2001-07-23,OR,us
2001-07-23,OR,us
2001-07-23,OH,us
2001-07-23,CA,us
2001-07-23,CA,us
2001-07-23,MA,us
2001-07-24,MD,us
2001-07-24,NY,us
2001-07-24,AZ,us
2001-07-24,AZ,us
2001-07-24,MO,us
2001-07-24,AZ,us
2001-07-25,OH,us
2001-07-25,WA,us
2001-07-25,CA,us
2001-07-25,AZ,us
2001-07-26,IA,us
2001-07-26,CA,us
2001-07-26,CO,us
2001-07-26,MI,us
2001-07-27,ID,us
2001-07-27,NY,us
2001-07-27,CA,us
2001-07-27,CT,us
2001-07-27,UT,us
2001-07-28,TX,us
2001-07-28,CA,us
2001-07-28,TX,us
2001-07-28,KS,us
2001-07-28,MI,us
2001-07-28,MN,us
2001-07-29,MA,us
2001-07-29,AZ,us
2001-07-29,IL,us
2001-07-29,TX,us
2001-07-29,IL,us
2001-07-29,FL,us
2001-07-29,NC,us
2001-07-29,FL,us
2001-07-29,AZ,us
2001-07-30,TX,us
2001-07-30,MA,us
2001-07-30,WA,us
2001-07-30,TX,us
2001-07-30,RI,us
2001-07-31,MD,us
2001-07-31,CA,us
2001-07-31,VA,us
2001-07-31,FL,us
2001-07-31,WI,us
2001-07-31,WI,us
2001-07-31,WI,us
2001-07-31,WI,us
2001-07-31,WI,us
2001-07-31,MI,us
2001-07-31,OH,us
2001-07-31,OH,us
2001-08-01,MI,us
2001-08-01,VA,us
2001-08-01,WV,us
2001-08-01,MD,us
2001-08-01,PA,us
2001-08-01,MN,us
2001-08-01,NY,us
2001-08-01,IL,us
2001-08-01,TX,us
2001-08-01,NC,us
2001-08-01,TN,us
2001-08-01,AL,us
2001-08-01,IA,us
2001-08-01,IL,us
2001-08-01,CT,us
2001-08-01,SD,us
2001-08-02,IL,us
2001-08-02,OR,us
2001-08-02,VA,us
2001-08-02,KY,us
2001-08-02,KY,us
2001-08-02,TX,us
2001-08-02,KS,us
2001-08-02,FL,us
2001-08-02,OR,us
2001-08-02,OR,us
2001-08-03,WI,us
2001-08-03,OR,us
2001-08-03,OR,us
2001-08-03,AZ,us
2001-08-03,WA,us
2001-08-03,WA,us
2001-08-03,FL,us
2001-08-03,WI,us
2001-08-04,CO,us
2001-08-04,IL,us
2001-08-04,OH,us
2001-08-04,IL,us
2001-08-04,GA,us
2001-08-04,VA,us
2001-08-04,TX,us
2001-08-05,IL,us
2001-08-05,CA,us
2001-08-05,IL,us
2001-08-05,NY,us
2001-08-05,IL,us
2001-08-05,IL,us
2001-08-05,CA,us
2001-08-05,WA,us
2001-08-05,CA,us
2001-08-05,CA,us
2001-08-05,CA,us
2001-08-05,IL,us
2001-08-06,MN,us
2001-08-06,CA,us
2001-08-06,CA,us
2001-08-06,ID,us
2001-08-06,WA,us
2001-08-06,OR,us
2001-08-06,OR,us
2001-08-06,OR,us
2001-08-07,NC,us
2001-08-07,CA,us
2001-08-07,CA,us
2001-08-07,IL,us
2001-08-07,IL,us
2001-08-07,MI,us
2001-08-07,ID,us
2001-08-08,NY,us
2001-08-08,TX,us
2001-08-08,WA,us
2001-08-08,WA,us
2001-08-08,WA,us
2001-08-08,WA,us
2001-08-08,NY,us
2001-08-09,IN,us
2001-08-09,CA,us
2001-08-09,CA,us
2001-08-09,MO,us
2001-08-09,WA,us
2001-08-09,NM,us
2001-08-10,TX,us
2001-08-10,NY,us
2001-08-10,CO,us
2001-08-10,PA,us
2001-08-10,CA,us
2001-08-10,TX,us
2001-08-11,ME,us
2001-08-11,OR,us
2001-08-11,FL,us
2001-08-11,WA,us
2001-08-11,CA,us
2001-08-11,FL,us
2001-08-11,MN,us
2001-08-11,OR,us
2001-08-12,IN,us
2001-08-12,WA,us
2001-08-12,CO,us
2001-08-12,CO,us
2001-08-12,AZ,us
2001-08-12,CA,us
2001-08-12,MN,us
2001-08-12,NV,us
2001-08-12,FL,us
2001-08-12,WI,us
2001-08-12,AK,us
2001-08-12,GA,us
2001-08-12,NV,us
2001-08-13,ID,us
2001-08-13,WA,us
2001-08-13,WA,us
2001-08-13,NM,us
2001-08-13,CA,us
2001-08-13,OH,us
2001-08-13,OH,us
2001-08-13,PA,us
2001-08-13,IL,us
2001-08-14,OH,us
2001-08-14,FL,us
2001-08-14,IN,us
2001-08-14,OH,us
2001-08-14,OR,us
2001-08-14,OR,us
2001-08-14,WA,us
2001-08-14,MT,us
2001-08-14,OK,us
2001-08-15,CA,us
2001-08-15,RI,us
2001-08-15,NC,us
2001-08-15,OK,us
2001-08-15,NJ,us
2001-08-15,OK,us
2001-08-15,KY,us
2001-08-15,GA,us
2001-08-15,OH,us
2001-08-15,ID,us
2001-08-15,NY,us
2001-08-15,VT,us
2001-08-15,KY,us
2001-08-15,NY,us
2001-08-15,NE,us
2001-08-15,NM,us
2001-08-15,WI,us
2001-08-15,WA,us
2001-08-16,CA,us
2001-08-16,NY,us
2001-08-16,CA,us
2001-08-16,NJ,us
2001-08-16,NJ,us
2001-08-16,OR,us
2001-08-16,AZ,us
2001-08-17,MO,us
2001-08-17,OR,us
2001-08-17,UT,us
2001-08-17,WY,us
2001-08-17,CO,us
2001-08-17,NC,us
2001-08-17,AZ,us
2001-08-17,WA,us
2001-08-17,OR,us
2001-08-17,WI,us
2001-08-17,WY,us
2001-08-17,WY,us
